projectID,Llama'd?,Ticker,Name,Website,Primary Chain,Chain,Contracts,Category,Asset Class,Type,Issuer,Issuer Source Link,Issuer Registry Info,Redeemable,Attestations,CEX Listed,KYC,Transferable,Self Custody,Token Status/Potential Airdrop?,Notes,Claimed TVL,On-chain TVL,Active TVL,DeFi Active TVL,Derivatives,RWA Classification,Access Model,Coingecko ID,Coinmarketcap ID,Pool ID,Twitter,Holders to be Removed from Active TVL,ISIN
x,✓,VNXAU,VNX Gold,https://vnx.li,ethereum,ethereum; solana; polygon; stellar; base; tezos; q,ethereum:0x6d57B2E05F26C26b549231c866bdd39779e4a488; polygon:0xC8bB8eDa94931cA2F20EF43eA7dBD58E68400400; solana:9TPL8droGJ7jThsq4momaoz6uhTcvX2SeMqipoPmNa8R; stellar:VNXAU:GCKIYYQVIFBIFDRN7BNDNHL3UZSFHT5NHDAISG2N3MWCZY3WNXL3LXN3; base:0xAc3FE22294beaED9d1FD752323a6d06D12Ff3098; tezos:KT1LSH97386CURN9FgRNqdQJoHaHY6e1vxUv,Tokenized Gold & Commodities,Allocated gold token,Asset,VNX Commodities AG,https://vnx.li/imprint/,"Liechtenstein Aktiengesellschaft (AG); VNX Commodities AG is registered in the Liechtenstein Commercial Register under number FL-0002.654.271-8 and acts as a ""Trustworthy Technology"" (TT) service provider under the Liechtenstein Blockchain Act. LEI 213800QHISKL8W945P68; issuer of VNX Gold (VNXAU) and fiat‑referenced VNX tokens.",✓,✓,x,✓,✓,✓,x,"VNX Gold (VNXAU) is issued by VNX Commodities AG, a Liechtenstein‑based TT service provider licensed under the Blockchain Act; each token represents direct ownership of LBMA‑certified gold stored in high‑security vaults in Liechtenstein and Switzerland.",x,x,x,x,x,Real RWA,Permissionless,vnx-gold,,a26d57e4-7e35-4113-9e94-1f4c5127c34e;7a8ccf66-c2c2-45fc-b206-59225cdd91ff;38e307a9-7fea-4365-a968-ef46bdd333b9;0de20dae-61a8-418f-8cf3-3580f5f286aa;90b7d5cf-2d04-45e8-9e3b-d192186296ce,https://x.com/vnx_platform,,
x,✓,KNIGHT,CitaDAO,https://www.citadao.io,ethereum,ethereum,ethereum:0x3541a5c1b04adaba0b83f161747815cd7b1516bc,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,CitaDAO Protocol Limited,https://docs.citadao.io/intro/privacy,"British Virgin Islands business company; CitaDAO Protocol Limited is incorporated under the laws of the British Virgin Islands with registered office at Intershore Chambers, PO Box 4342, Road Town, Tortola, VG1110, BVI.",x,x,x,x,✓,✓,x,"CitaDAO Protocol Limited operates the CitaDAO platform and KNIGHT token; the protocol tokenizes real estate via SPVs and legal structures that allow holders of real estate tokens to redeem the underlying property. | KNIGHT is the governance token for the CitaDAO real-estate protocol; individual property tokens may be subject to KYC, but KNIGHT itself is a standard, freely transferable governance token.",x,x,x,x,x,Programmable Finance,Permissionless,citadao,,,https://x.com/citadao_io,,
x,✓,ESTATE,Estate Protocol,https://estateprotocol.com,arbitrum,arbi,x,Tokenized Real Estate,Single property equity token,Platform,Estate International LLC,https://estateprotocol.com/wp-content/uploads/2024/03/Estate-DUBAIEP3-Settlement.pdf,Estate International LLC – legal entity named as settlor and original trustee in the Estate Protocol trust deed 'Estate DUBAIEP3 Settlement' governing the DUBAIEP3 property.,x,x,x,x,x,x,x,Estate Protocol uses a trust structure in which Estate International LLC acts as settlor and trustee per the DUBAIEP3 settlement.,x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/estateprotocol,,
x,x,LABS,LABS Group,https://labsgroup.io,bsc,bsc,bsc:0x134B372f5543C5CCa30Be6a796Da032c8274bDdF,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,LABS Group Limited,https://www.sfc.hk/en/alert-list/suspicious-investment-products/labs-security-token,LABS Group Limited – identified as the operator of the LABS Security Token in the Hong Kong SFC Suspicious Investment Products list entry for 'LABS Security Token' (30 Aug 2021); no company or license number disclosed.,x,x,✓,✓,✓,✓,x,"LABS Group Limited is named by the Hong Kong SFC as the operator of the LABS Security Token. | LABS Security Token lets investors buy fractional interests in real-estate and hospitality projects via LABS Group’s tokenization platform, with the token structured as a regulated security token.",x,x,x,x,x,Non-RWA (Platform),Permissionless,,,954604c9-149f-4e84-8239-29aec7f53f19;19776df0-8b0e-4b43-a945-748b6b9efdcc;d5c94269-dab2-41f7-9a52-7ba76ae6dce1,https://x.com/labsgroupio,,
x,✓,LAND,Landshare,https://landshare.io,bsc,bsc,bsc:0xa73164db271931cf952cbaeff9e8f5817b42fa5c,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,Landshare Holdings LLC,https://docs.landshare.io/landshare-platform/landshare-holdings-llc-and-legal-structure,"Landshare Holdings LLC – Wyoming limited liability company that holds the Landshare RWA assets, as described in Landshare legal structure documentation; registered in Wyoming with business ID 2022-001094170 per corporate records aggregators.",x,x,✓,x,✓,✓,x,"Underlying real estate assets are held by Landshare Holdings LLC, a Wyoming LLC, per Landshare legal documentation. | Landshare combines a utility/governance token (LAND) with property-backed RWA tokens where underlying rental homes are held in SPVs, giving token holders economic exposure to real-world real estate cash flows. | LAND serves as Landshare’s governance and utility token; KYC requirements apply to specific property token offerings rather than to holding or transferring LAND.",x,x,x,x,x,Programmable Finance,Permissionless,landshare,,,https://x.com/Landshareio,,
x,✓,LOFTY,Lofty AI,https://lofty.ai,algorand,algorand,asset ID (algo): 237267329,Tokenized Real Estate,Single property equity token,Platform,"Lofty Ai, Inc.",https://dfpi.ca.gov/wp-content/uploads/sites/337/2022/11/Lofty-AI-Inc-Consent-Order.pdf,"Lofty Ai, Inc. – Delaware corporation headquartered in Los Angeles, California, as described in the California DFPI consent order dated 14 November 2022 regarding Lofty Ai, Inc.'s tokenized real estate offerings.",✓,x,x,✓,✓,✓,x,"California DFPI identifies Lofty Ai, Inc. as a Delaware corporation operating the Lofty tokenized real estate platform. | Lofty issues Algorand-based tokens that represent fractional ownership interests in individual rental properties; investors receive pro-rata rental income and exit proceeds from the off-chain real estate.",x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/lofty_ai,,
x,x,PRCL,Parcl,https://www.parcl.co,solana,solana,solana:4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,Tokenized Real Estate,Real estate index / basket token,Asset,"Parcl Labs, LLC",https://www.parcllabs.com/legal/terms-of-use,"Parcl Labs, LLC – Wyoming limited liability company that publishes and operates the Parcl Labs website and data products, per the Parcl Labs Website Terms of Use.",x,x,✓,x,✓,✓,x,"Parcl Labs, LLC is identified in the Parcl Labs Terms of Use as the Wyoming LLC operating the Parcl Labs services. | PRCL is a governance/utility token for Parcl’s crypto-native real-estate index protocol, where on-chain market indexes track price movements of real-world property markets without the token itself being a direct claim on any property.",x,x,x,x,x,Non-RWA (Gov/Utility),Permissionless,parcl,,a390bc8a-b3c3-4d5f-8d08-06a9a79b1b40;ef4b6a4b-da27-4bef-9b65-e30600bcbb40;20bbb2b6-1152-4c19-813e-3534ebf35fa8;b3bd021a-269e-46aa-bb05-2dfb8a1c656e,https://x.com/ParclLabs,,
x,✓,PROPBASE,Propbase,https://www.propbase.app,aptos,"aptos, base",aptos:0xe50684a338db732d8fb8a3ac71c4b8633878bd0193bca5de2ebc852a83b35099::propbase_coin::PROPS; base:0xd6aaf4d477999fa50c5a1aa35f708862113a73cc,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,"PB Labs Co., Ltd.",https://www.propbase.app/white-paper,"PB Labs Co., Ltd. – company identified in Propbase disclosures as operating the Propbase tokenized real estate investment platform and propbase.app website; jurisdiction and company number not publicly disclosed.",x,✓,✓,✓,✓,✓,x,"PB Labs Co., Ltd. is named in Propbase's whitepaper and legal disclosures as the company operating the Propbase platform. | Propbase tokenizes income-generating properties into on-chain ownership tokens on Aptos and other chains; the PROPS token sits at the center of a real-estate investment marketplace where investors can earn yield from physical real estate.",x,x,x,x,x,Real RWA,Permissionless,propbase,,,https://x.com/PropbaseApp,,
x,x,PROPC,Propchain,https://propchain.com,ethereum,ethereum,ethereum:0x9ff58067bd8d239000010c154c6983a325df138e,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,,https://propchain.com,,x,x,✓,x,✓,✓,x,"Propchain is a blockchain-powered real estate investment and tokenization ecosystem that provides infrastructure for tokenizing property assets and real estate debt; PROPC is the native utility and governance token used for staking, fees, and voting in the Propchain platform and does not itself represent a specific tokenized property or debt position.",x,x,x,x,x,Programmable Finance,Permissionless,propchain,,2052b4b0-daaa-4af5-a9cd-53e626cde8ee,https://x.com/PropChainGlobal,,
x,✓,REG,RealT Properties,https://www.re.al,ethereum,ethereum; gnosis; polygon,xdai:0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce; ethereum:0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce; polygon:0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,RealToken LLC,https://realt.co/wp-content/uploads/2019/05/RealToken_White_Paper_US_v03.pdf,"RealToken LLC – Delaware series limited liability company established by filing a Certificate of Formation with the Delaware Secretary of State; each series holds a single real estate asset and issues corresponding RealTokens, as described in the RealT whitepaper and related private placement memoranda.",x,x,x,x,✓,✓,x,"RealToken LLC is the Delaware series LLC issuer of RealTokens; RealToken Technologies Inc., a Delaware corporation (foreign profit corporation in Florida, document F19000002568, EIN 83-3618080), acts as manager per RealT disclosures. | REG (RealToken Ecosystem Governance) is the governance token for the RealT ecosystem of tokenized U.S. rental properties; it governs the platform but does not itself represent direct title to a specific property. | REG is designed as an ecosystem governance token alongside RealTokens; RealTokens themselves are KYC-gated securities, whereas REG is an on-chain token without per-transfer KYC.",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/real_rwa,,
x,✓,REALTYX,RealtyX,https://www.realtyx.co,base,base,x,Tokenized Real Estate,RWA lending market / venue,Platform,RealtyX DAO,https://www.realtyx.co,,x,x,x,x,x,x,x,RealtyX is overseen by RealtyX DAO and operates as a real estate RWA platform without a disclosed legal-entity wrapper.,x,x,x,x,x,Programmable Finance,,,,,https://x.com/RealtyX_DAO,,
x,x,x,RedSwan,https://redswan.io,ethereum,ethereum,x,Tokenized Real Estate,RWA lending market / venue,Platform,,https://redswan.io,,x,x,x,✓,x,x,No official token yet,No single platform token; RedSwan tokenizes individual commercial real estate deals.,x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/RedSwanDigital,,
x,x,REENTAL,Reental,https://reental.co,ethereum,ethereum; polygon,polygon:0x27ab6e82f3458edbc0703db2756391b899ce6324,Tokenized Real Estate,RWA lending market / venue,Platform,Reental,https://reental.co,,x,x,x,✓,✓,✓,x,"Reental describes itself as a Delaware holding company with headquarters in Miami and Madrid in its corporate materials, but no registry identifiers are provided. | Reental tokenizes rental properties—primarily in Spain and Latin America—into digital tokens that pass through rental income and capital gains from the underlying real estate to token holders.",x,x,x,x,x,Programmable Finance,Permissionless,reental,,,https://x.com/reental_co,,
x,x,x,Roofstock onChain,https://roofstockonchain.com,ethereum,ethereum,x,Tokenized Real Estate,RWA lending market / venue,Platform,,https://roofstockonchain.com,,x,x,x,✓,x,x,No official token yet,No native token; Roofstock onChain sells individual properties as NFTs (Homes onChain).,x,x,x,x,x,Non-RWA (Platform),Permissioned,,,,,,
x,x,x,Tokenizer (Hong Kong platform),https://tokenizer.estate,x,x,x,Tokenized Real Estate,RWA lending market / venue,Platform,,https://tokenizer.estate,https://tokenizer.estate,x,x,x,✓,x,x,No official token yet,"No single platform token; Tokenizer is a Hong Kong real-estate tokenization platform. | Tokenizer is a real-estate tokenization platform that turns property into digital shares on-chain, combining smart contracts with built-in KYC/AML and regulated offerings rather than a single freely-traded platform token.",x,x,x,x,x,Non-RWA (Platform),Permissioned,,,,https://x.com/TokenizerEstate,,
x,✓,x,Vesta Equity,https://vestaequity.net,algorand,algorand,x,Tokenized Real Estate,RWA lending market / venue,Platform,,https://vestaequity.net,https://vestaequity.net,x,x,x,✓,x,x,No official token yet,"No native token; Vesta Equity tokenizes residential home equity tranches. | Vesta Equity lets homeowners fractionalize home equity into blockchain tokens; investors buy those tokens to gain exposure to future home appreciation and cash flows from the real property. | This row is modeled at the Vesta Equity platform level; there is no single freely traded VESTA token, and investors instead hold deal-specific home equity tokens issued to KYC’d participants.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/vestaequityvpm,,
x,✓,YB,YieldBricks,https://yieldbricks.com,arbitrum,arbitrum; ethereum,arbitrum:0x11920f139a3121c2836e01551d43f95b3c31159c; ethereum:0x9d9535dae62f5f12ab83f1183dca1ead244b0db3,Governance & Protocol Tokens;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,YieldBricks,https://yieldbricks.com,,x,x,x,x,x,x,x,YieldBricks presents itself as a real estate investing protocol; no specific legal entity or registry identifiers are disclosed in public documentation.,x,x,x,x,x,Programmable Finance,Permissioned,yieldbricks,,cd24920c-7e1f-4473-81de-b6fccd7ecdfd;233dd762-aaee-4546-b3da-20acb75368c4;fab4c4b9-3f48-4822-9d75-09b3f114a5f5;2d7978f1-e52b-4129-9e8d-67d686173a28;4509fe0f-aa21-4486-a3e0-63178f26d700,https://x.com/YieldBricks,,
x,✓,RWA,re.al protocol,https://www.re.al,real,real; ethereum,real:x,Governance & Protocol Tokens;Other / Exotic RWAs,Governance / voting token (RWA protocol),Platform,re.al protocol,https://docs.re.al/,,x,x,x,x,✓,✓,x,On-chain RWA L2 protocol; RWA is the native token of the re.al ecosystem. | re.al is an on-chain RWA L2 focused on tokenizing real estate and other real-world assets; the RWA token is the native asset used for fees and governance across this RWA-focused rollup.,x,x,x,x,x,Programmable Finance,Permissionless,,,4f40a17b-d2d6-4e03-90b0-d856e19c8c6b;3b48f02a-1adb-4756-93a3-8e52812653ae,https://x.com/real_rwa,,
x,✓,AKTIO,Aktionariat,https://aktionariat.com,ethereum,ethereum,x,Tokenized Stocks & Equities,RWA lending market / venue,Platform,Aktionariat AG,https://www.aktionariat.com/impressum,"Swiss Aktiengesellschaft (public limited company) entered in the commercial register of the Canton of Zurich under CHE-453.438.437, domiciled in Erlenbach (ZH), Switzerland.",x,x,x,✓,x,x,x,"Swiss tokenization platform enabling companies to issue and trade tokenized shares under the Swiss DLT law. | Aktionariat is modeled here as a Swiss tokenization platform for company shares under the DLT law; share tokens are issued per-company to KYC’d investors and there is no single, freely-traded AKTIO RWA token.",x,x,x,x,x,Non-RWA (Platform),Permissioned,aktionariat-green-consensus-ag-tokenized-shares,,,https://x.com/aktionariat,,
x,✓,BACKED,BackedFi,https://www.backed.fi,ethereum,"ethereum, bsc, base, arbitrum, avalanche, polygon, sonic, mantle",x,"Tokenized Stocks & Equities;Tokenized Funds (T-Bills, Bonds, MMFs)",RWA lending market / venue,Platform,Backed Finance AG,https://backed.fi/old-home,"Swiss company (Aktiengesellschaft) based in Zug, operating a tokenization platform for fully backed ERC-20 securities; parent of Backed Assets (JE) Limited, the issuer of Backed tracker certificates.",✓,✓,x,✓,✓,✓,x,BackedFi entry for the Backed Finance platform; underlying tokenized securities are issued by Backed Assets (JE) Limited and tokenized by Backed Finance AG.,x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/BackedFi,,
x,✓,BKN,Brickken,https://www.brickken.com,ethereum,"ethereum, bsc",ethereum:0x0a638f07acc6969abf392bb009f216d22adea36d; bsc:0x0e28bc9b03971e95acf9ae1326e51ecf9c55b498,Governance & Protocol Tokens;Tokenized Stocks & Equities;Tokenized Real Estate,Governance / voting token (RWA protocol),Platform,Brickken Solutions S.L.,https://www.brickken.com/es/aviso-legal,"Spanish private limited company (Sociedad de responsabilidad limitada) registered in the Mercantile Registry of Barcelona as BRICKKEN SOLUTIONS SL, NIF/CIF B67557603, with registered office in Barcelona, Spain.",x,x,x,x,✓,✓,x,"BKN is the Brickken ecosystem token for the Brickken asset tokenization platform. | Brickken’s BKN token powers a tokenization protocol that lets issuers create and manage security tokens backed by equity, revenue share, or other real-world assets using on-chain cap tables and investor dashboards.",x,x,x,x,x,Programmable Finance,Permissionless,brickken,,945b0ce8-df62-4d91-8b33-3ffe5380056c,https://x.com/Brickken,,
x,✓,-,Dinari,https://dinari.com,arbitrum,arbitrum; ethereum; base; kinto; blast; polygon,x,Tokenized Stocks & Equities,RWA lending market / venue,Platform,"Dinari, Inc.",https://dinari.com/,,✓,✓,✓,✓,✓,✓,x,Dinari operates the dShares tokenized equities platform; DSHARES refers to Dinari’s tokenized stock shares.,x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/DinariGlobal,,
x,x,HLTO,Hamilton Lane Tokenized Fund,https://www.hamiltonlane.com,polygon,polygon; optimism; ethereum,ethereum:0xDa2fFA104356688E74D9340519B8C17f00d7752E; polygon:0x4C5cA366e26409845624E29B62C388a06961A792; optimism:0x720f86f4B5b5d5d0ea3E5718EC43071d4d05134b,Tokenized Stocks & Equities,Private equity / venture token,Asset,"Hamilton Lane Advisors, L.L.C.",https://www.hamiltonlane.com/,US investment adviser organized as a Delaware limited liability company and registered with the U.S. Securities and Exchange Commission as an investment adviser.,✓,✓,x,✓,✓,✓,x,"Generic entry for Hamilton Lane tokenized feeder funds; HLTO represents on-chain feeder interests into Hamilton Lane private markets strategies distributed via Securitize. | HLTO-style feeder tokens represent interests in Hamilton Lane private markets funds delivered via Securitize as tokenized feeder vehicles, giving on-chain investors indirect exposure to diversified private equity portfolios.",x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/hamilton_lane,,
x,x,SKHC,KKR Healthcare Strategic Growth Fund II token,https://www.kkr.com,avax,avax,avax:0x0B84f124596dAC26010a9f79B7D8Feade4EbbDBF,Tokenized Stocks & Equities,Private equity / venture token,Platform,KKR Health Care Strategic Growth II Securitize Fund,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001939498,"British Virgin Islands investment fund vehicle “KKR Health Care Strategic Growth II Securitize Fund” with SEC CIK 0001939498, offered under Regulation D as a feeder to KKR Health Care Strategic Growth Fund II via Securitize.",x,x,x,✓,x,x,x,"Tokenized feeder for KKR Health Care Strategic Growth Fund II distributed via Securitize; SKHC token represents interests in this feeder fund. | SKHC is a tokenized feeder interest in KKR’s Healthcare Strategic Growth Fund II, distributed through Securitize so qualified investors can access a traditional private healthcare growth fund via on-chain securities.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/kkr_co,,
x,✓,NOTE,Republic Note,https://republic.com/note,avax,avax,avax:0x7c6A937943F135283A2561938dE2200994A8F7A7,Tokenized Stocks & Equities,Private equity / venture token,Asset,Republic Core LLC,https://republic.com/note/buy,Delaware limited liability company and issuer of the Republic Note digital security; issuer in SEC Regulation D and Regulation CF offerings of Republic Note securities (e.g. Form D filing under CIK 0001794805).,x,x,x,✓,✓,✓,x,"Republic Note is a revenue-sharing digital security where each NOTE represents a Class B LLC membership interest in Republic Core LLC with profit-sharing rights tied to the Republic ecosystem. | Republic Note holders are entitled to a portion of profit distributions generated by the broader Republic investment ecosystem once defined performance thresholds are met, making NOTE a revenue-sharing digital security tied to real-world deal flow.",x,x,x,x,x,Programmable Finance,Permissionless,republic-note,,f37dffea-05d1-4f3e-8a83-f5436a9106c7,https://x.com/republicnote,,
x,✓,SECZ,Securitize,https://securitize.io,ethereum,ethereum; polygon; avax,x,"Tokenized Stocks & Equities;Tokenized Funds (T-Bills, Bonds, MMFs);Tokenized Real Estate",RWA lending market / venue,Platform,"Securitize, Inc.",https://www.securitize.io/,"Delaware corporation that serves as the technology and compliance platform behind Securitize’s digital securities offerings, alongside its registered broker-dealer and ATS affiliates.",x,x,x,✓,x,x,x,"General entry for the Securitize tokenization and digital securities platform rather than a specific asset. | Securitize operates a regulated digital-securities platform and transfer agent that issues and services tokenized funds and private securities, with all investors onboarded through full KYC/AML and securities-compliance checks. | SECZ is used here as a platform/issuer placeholder for Securitize’s regulated digital-securities infrastructure; individual tokenized funds and private securities are represented in other rows.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/Securitize,,
x,✓,TOKENIZA,Tokeniza,https://tokeniza.com.br/,moonbeam,moonbeam,x,Tokenized Stocks & Equities;Tokenized Real Estate,RWA lending market / venue,Platform,Tokeniza Real Estate SL,https://www.boe.es/borme/dias/2023/04/25/pdfs/BORME-A-2023-78-28.pdf,"Spanish private limited company (Sociedad Limitada) “TOKENIZA REAL ESTATE SL”, registered in the Mercantile Registry with CIF/NIF B13658455 and registered office in Fuentenava de Jábaga (Cuenca), Spain.",x,x,x,x,x,x,x,Real estate tokenization platform focused on Spanish property; TOKENIZA is a platform/issuer entry rather than a specific on-chain asset. | Tokeniza focuses on tokenizing Spanish real estate and rental properties into compliant on-chain securities; this row captures the platform/issuer rather than a specific listed token.,x,x,x,x,x,Programmable Finance,,,,,https://x.com/TokenizaRealEst,,
x,✓,XASSETS,xAssets,https://xassets.ms,crossfi,crossfi,crossfi:0x8BD5Fe9286B039cc38d9B63865a8E87736382CCF,Other / Exotic RWAs,RWA lending market / venue,Platform,xAssets,https://xassets.ms,,x,x,x,x,x,x,x,xAssets is an on-chain real-world-asset protocol; no clear separate legal-entity wrapper is publicly disclosed for xAssets at this time. | xAssets is an on-chain RWA protocol that aims to bring multiple asset classes (such as treasuries or credit exposures) on-chain; this entry represents the protocol-level issuer rather than a particular underlying asset token.,x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/BackedFi,,
x,✓,XSTOCKS,xStocks,https://xstocks.fi,solana,solana,x,Tokenized Stocks & Equities,RWA lending market / venue,Platform,Backed Assets (JE) Limited,https://assets.backed.fi/,"Jersey company “Backed Assets (JE) Limited”, issuer of Backed tracker certificates referencing publicly traded securities; a wholly owned subsidiary of Backed Finance AG and legal issuer of on-chain tracker certificates marketed as freely transferable tokens.",x,x,x,✓,x,x,x,"xStocks is a front-end aggregator for Backed-issued tracker certificates, routing users into tokenized stocks and ETFs issued by Backed Assets (JE) Limited; this row captures the xStocks interface/platform rather than a standalone XSTOCKS token.",x,x,x,x,x,Non-RWA (Platform),Permissioned,,,,https://x.com/xstocksfi,,
x,✓,DGC,Denario Gold Coin,https://www.denario.swiss,polygon,polygon,polygon:0x5D4E735784293a0A8D37761AD93C13A0DD35c7E7,Tokenized Gold & Commodities,Allocated gold token,Asset,Denario AG,https://www.denario.swiss/,Swiss Aktiengesellschaft “Denario AG” acting as issuer and financial intermediary for Denario Gold Coin (DGC) under Swiss self-regulatory organization supervision.,✓,x,x,✓,✓,✓,x,DGC represents allocated physical gold issued by Denario AG and held in Swiss vaults; investors can hold the token on-chain and redeem into physical bullion or equivalent subject to Denario’s KYC and product terms.,x,x,x,x,x,Real RWA,Permissionless,,,cec60007-3ca7-4c49-a04e-29fcd83cee1c;332884a7-a9a4-4439-860f-4d5dc74dcc2e,https://x.com/DenarioSwiss/,,
x,✓,VEUR,VNX Euro,https://vnx.li,ethereum,solana; avax; stellar; base; ethereum,solana:C4Kkr9NZU3VbyedcgutU6LKmi6MKz81sx6gRmk5pX519; avax:0x7678e162f38ec9ef2Bfd1d0aAF9fd93355E5Fa0b; stellar:VEUR:GDXLSLCOPPHTWOQXLLKSVN4VN3G67WD2ENU7UMVAROEYVJLSPSEWXIZN; base:0x4ed9Df25d38795a47f52614126e47f564D37F347; ethereum:0x6bA75D640bEbfe5dA1197bb5A2aff3327789b5d3,Stablecoins backed by RWAs;Tokenized Gold & Commodities,RWA-backed fiat stablecoin (non-yielding),Asset,VNX Commodities AG,https://vnx.li/,"Liechtenstein joint-stock company (Aktiengesellschaft) “VNX Commodities AG”, registered in the Liechtenstein Commercial Register and supervised by the Liechtenstein Financial Market Authority (FMA) as a TT Service Provider under the Liechtenstein Blockchain Act (TVTG).",✓,✓,✓,x,✓,✓,x,VEUR is a EUR-denominated fiat-backed stablecoin issued by VNX Commodities AG on public blockchains.,x,x,x,x,x,Real RWA,Permissionless,vnx-euro,,4474e130-e889-4ad9-996b-7ceb7efbbfc0;f88d192d-7cec-4a60-aff0-71ed4fe4ccd9;d4610c9b-cab1-47f8-b282-c26a47ee4984;44198fe0-7189-4e65-96ce-dd26d48635d2;5b3d524f-35a9-409b-b5f2-e27d06a32acd;6cb320bb-0112-487a-8155-92f5e4b1bb8f;f3b13695-58d5-45fa-a88a-3911aa8b43ba;4bd60c1f-1202-405a-9b44-58f0c7fa0fbe;d63dcb54-38f8-4204-8e58-6e29fae3d30a,https://x.com/vnx_platform,,
x,✓,VCHF,VNX Swiss Franc,https://vnx.li,ethereum,solana; avax; ethereum; base; stellar,solana:AhhdRu5YZdjVkKR3wbnUDaymVQL2ucjMQ63sZ3LFHsch; avax:0x228a48df6819ccc2eca01e2192ebafffdad56c19; ethereum:0x79d4f0232A66c4c91b89c76362016A1707CFBF4f; base:0x1fca74d9Ef54a6Ac80fFE7d3B14E76C4330fD5d8; stellar:VCHF:GDXLSLCOPPHTWOQXLLKSVN4VN3G67WD2ENU7UMVAROEYVJLSPSEWXIZN,Stablecoins backed by RWAs;Tokenized Gold & Commodities,RWA-backed fiat stablecoin (non-yielding),Asset,VNX Commodities AG,https://vnx.li/,"Liechtenstein joint-stock company (Aktiengesellschaft) “VNX Commodities AG”, registered in the Liechtenstein Commercial Register and supervised by the Liechtenstein Financial Market Authority (FMA) as a TT Service Provider under the Liechtenstein Blockchain Act (TVTG).",✓,✓,✓,x,✓,✓,x,VCHF is a CHF-denominated fiat-backed stablecoin issued by VNX Commodities AG on public blockchains.,x,x,x,x,x,Real RWA,Permissionless,vnx-swiss-franc,,8f3e0a00-3b1c-4e87-ac0d-117c3e057248;b530516f-3574-44f0-be80-f6dbe6597304;4f407ce1-6415-4729-9917-5c6057344618;0305fcf7-ae22-4d91-a1d1-eb8da4ce9109;7cebdd53-f8b1-4d1c-a079-45c540d409dd;3f767229-77ad-486f-a2f1-0d7aa2914cb7;692b0fe5-cd44-4f1c-be07-d6ccb434b4e0;3f95cd27-888e-4ffd-a6d8-7886b76cc6a9;9e9f5ab2-173f-4c3b-8fa7-cd07290133a2;5ab4ea25-c7a3-4612-9b31-ba13d1fa88ce;43cbdcd0-3504-43df-be6e-f04260ac8a78;3399541c-0d1c-4f0e-803f-ea498478acee,https://x.com/vnx_platform,,
x,✓,VGBP,VNX British Pound,https://vnx.li,base,base; solana; celo,base:0xaeb4bb7debd1e5e82266f7c3b5cff56b3a7bf411; solana:5H4voZhzySsVvwVYDAKku8MZGuYBC7cXaBKDPW4YHWW1; celo:0x7ae4265ecfc1f31bc0e112dfcfe3d78e01f4bb7f,Stablecoins backed by RWAs;Tokenized Gold & Commodities,RWA-backed fiat stablecoin (non-yielding),Asset,VNX Commodities AG,https://vnx.li/,"Liechtenstein joint-stock company (Aktiengesellschaft) “VNX Commodities AG”, registered in the Liechtenstein Commercial Register and supervised by the Liechtenstein Financial Market Authority (FMA) as a TT Service Provider under the Liechtenstein Blockchain Act (TVTG).",✓,✓,✓,x,✓,✓,x,VGBP is a GBP-denominated fiat-backed stablecoin issued by VNX Commodities AG on public blockchains.,x,x,x,x,x,Real RWA,Permissionless,vnx-british-pound,,f2dd630b-0c62-401d-8309-09c1a9f2c754;3b836569-3b7d-4ec4-a366-a553594ba7ae;0aad3eaf-2230-4cc5-8cba-6d218daac65f;d66ff513-1d87-4b32-b424-60a5bda76e34,https://x.com/vnx_platform,,
